Stage, beta, g, dev_num, dev_sum,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385,x386,x387,x388,x389,x390,x391,x392,x393,x394,x395,x396,x397,x398,x399,x400,x401,x402,x403,x404,x405,x406,x407,x408,x409,x410,x411,x412,x413,x414,x415,x416,x417,x418,x419,x420,x421,x422,x423,x424,x425,x426,x427,x428,x429,x430,x431,x432,x433,x434,x435,x436,x437,x438,x439,x440,x441,x442,x443,x444,x445,x446,x447,x448,x449,x450,x451,x452,x453,x454,x455,x456,x457,x458,x459,x460,x461,x462,x463,x464,x465,x466,x467,x468,x469,x470,x471,x472,x473,x474,x475,x476,x477,x478,x479,x480,x481,x482,x483,x484,x485,x486,x487,x488,x489,x490,x491,x492,x493,x494,x495,x496,x497,x498,x499,x500,x501,x502,x503
0,62902.9748,80.56499494,0,0,2.904262001,11.40554246,10.41935807,6.009962161,5.558913614,2.081809809,9.570429527,0,0,7.036044005,13.33940013,0,8.898997938,11.30730951,0,16.36604016,1.588075449,5.398119821,5.890338077,8.500934494,0,0.987757079,7.433374088,9.886313662,7.440774293,4.917765016,15.92727636,7.425610453,4.717831881,3.044478341,0.154895269,13.32984848,7.072153057,0,0.559407912,0.99523119,4.360191124,4.394654758,0,2.061558234,6.750479928,2.443832108,6.539772128,2.059939639,1.743566668,0,2.488682891,0,1.452881408,0,1.624063756,12.62540169,8.339890399,0,6.449530083,2.193699664,0.639641504,5.606221261,0,11.84404398,2.017532013,0,3.023916436,0,0,0,1.61040446,0,10.03110829,8.432343726,1.457499912,0.91154451,6.075700417,8.5125454,13.13967386,0,0,0,0.94707367,5.790213247,4.513851314,0,0,7.055169707,0.415792927,0.434381864,11.78686553,0,1.398073499,0,0,0,0,0,0.892864458,0,0.574869,0.826862452,0,2.0744801,0.899942302,2.048382119,4.850316749,0.762577517,0,0,0,0,3.292452782,0,0.372718203,1.801708494,0,0,0,3.444943865,0,0,0,0,0,0,0,0,2.922910553,0,0,5.204668307,0,3.407322633,12.03011903,0,7.02493345,0,0,11.22277386,0,0,4.164466111,0,4.436053519,0,0,0.682683582,4.121882086,0,5.260830824,15.57010754,0,3.26908324,0,0,0,2.516109004,1.641286168,15.53115911,0.027796554,2.307254681,1.451442711,9.789633869,0,5.723383832,0,0,1.053103503,10.47791077,2.601157611,0,0,6.803951992,0,10.16882768,0.271845154,0,0,0,0,8.168403029,0,0,9.972837802,0,7.779855499,0,10.99719024,0,0,0,3.074088292,0,0,5.818664785,6.520767545,3.258046914,1.601796475,0,0,2.196383914,9.037255848,10.37927429,0,14.61018742,0,0,11.31804116,3.830208999,0,6.827049457,1.230308495,0,9.705423946,6.027840407,7.31575056,0,0,13.71331164,0,0,10.77420441,22.23898699,7.321609774,12.09560577,9.203830514,18.45506025,28.15836508,6.244555869,7.206307332,7.97260087,8.315697607,2.120216744,9.321052542,8.730193856,15.94152648,8.595851419,2.76396665,7.909060223,3.775704437,10.03879613,11.82560648,2.428158718,5.177249523,24.04646384,7.04239413,0.371013874,4.975269395,8.647599675,0,6.322489147,0.09156798,0,2.801364343,12.51132674,5.164621178,10.52756178,17.79341843,6.609402205,11.89274443,0,5.732608937,12.51937968,8.272851727,0,18.55111935,7.525508492,7.849130926,6.957131463,11.6109237,6.120113299,0,17.80584407,4.038404086,0,0,9.59183617,11.02709575,4.387121852,8.495315071,0,11.44876939,0,5.898769107,0.679837321,17.74862086,0,0.93692265,6.937395049,5.750257108,8.821847713,0.104270301,4.518152389,0.632563352,0,5.084101393,17.77478528,4.19210316,11.58804168,2.376927001,7.646825333,9.686394765,3.581005414,9.020953754,0,11.10768085,12.09224377,2.387205361,12.14564145,10.97153348,13.11742639,2.233789346,0,16.69770639,15.90616887,14.8968248,7.343663173,6.430710609,11.91087133,9.713171734,17.00599008,0,7.672799506,10.71514893,0,5.697114096,16.9002932,12.85681549,9.665843707,11.20027977,8.625358592,15.24100435,14.6944553,3.359608612,6.734534614,0,16.89187267,15.12232205,9.884490744,0,0,11.8068663,17.01035964,8.881325284,0,0,5.181211816,5.533219835,0,0,0,2.779747581,8.043157932,0,0,9.048188196,0,3.208462739,6.187715604,3.380269244,1.067613524,22.33305516,0,0.993959032,1.454405542,0,0,28.28877918,0,0.876558338,4.26128694,0,0,0.343247568,6.722880509,2.402935521,18.63072749,0,5.73955498,5.528211359,3.56316933,0,0,6.101352091,0.39043097,5.830072655,0,1.988780561,1.65734825,8.195748688,0,5.456944481,16.62707881,0,1.616226987,5.086635213,0.155970055,10.57146692,12.25768803,2.986208021,5.380602478,0.756147256,6.862815341,3.295482915,7.869106087,0,8.052270687,1.480009515,8.047715579,0,0,0,3.351053273,13.49140806,0,0,1.521140075,7.065128775,0,0,1.805202669,0.772613644,1.465356285,6.750312025,2.188721766,5.315926558,0,0.252066498,0,5.270223806,0,0,0,4.115486954,0,0,0,0,0,3.267244948,0,0,5.854182541,0,7.076800652,0,15.92353129,3.809664877,0,3.402432216,0,6.134679159,9.472343811,5.837685086,0,5.807530653,5.103589848,3.136964915,5.323243013,3.63770847,0.371017543,0.836856363,2.598873816,0,4.205088775,0.115417404,4.182000035,0,6.650931007,6.59085077,0,5.543196515,1.651202595,3.64478057,2.972879256,8.350107364,0,6.19672161,2.467878572,7.533106995,0,5.638279506,1.921153232,13.33248853,13.09381035,9.057256643,0,4.325522731,8.672158673,5.255473096,20.34348783,3.698112007,2.452423341,0.982777213,5.765750833,0,5.888100109,2.96347178,8.293730167,4.568626851,4.624668567,0.412493421,8.918543119,0.853898207,9.661934308,2.057555126
0,0,83.25049477,51743,41459.43166,3.001070745,11.78572721,10.76667001,6.210294235,5.744210736,2.151203469,9.889443845,0,0,7.270578808,13.7840468,0,9.195631203,11.68421983,0,16.91157484,1.641011298,5.57805715,6.086682679,8.784298978,0,1.020682321,7.681153225,10.21585745,7.688800103,5.081690515,16.45818557,7.673130805,4.875092947,3.145960952,0.160058445,13.77417676,7.307891491,0,0.578054845,1.028405562,4.505530826,4.54114325,0,2.130276843,6.975495924,2.525293177,6.757764532,2.128604293,1.801685558,0,2.571638985,0,1.501310787,0,1.678199217,13.0462484,8.617886744,0,6.664514418,2.266822988,0.660962887,5.7930953,0,12.23884544,2.084783088,0,3.124713652,0,0,0,1.664084608,0,10.36547856,8.713421856,1.506083245,0.941929327,6.278223765,8.796296913,13.57766299,0,0,0,0.978642792,5.983220356,4.664313024,0,0,7.290342031,0.429652692,0.448861262,12.17976104,0,1.444675951,0,0,0,0,0,0.922626608,0,0.594031299,0.854424533,0,2.143629436,0.929940379,2.116661523,5.011993974,0.787996768,0,0,0,0,3.402201207,0,0.385142143,1.86176544,0,0,0,3.559775326,0,0,0,0,0,0,0,0,3.020340905,0,0,5.378157251,0,3.520900054,12.43112299,0,7.259097899,0,0,11.59686632,0,0,4.303281648,0,4.58392197,0,0,0.705439701,4.259278154,0,5.436191854,16.08911113,0,3.37805268,0,0,0,2.599979303,1.695995706,16.04886442,0.028723106,2.384163166,1.499824136,10.115955,0,5.91416329,0,0,1.088206954,10.82717446,2.687862865,0,0,7.030750392,0,10.5077886,0.280906659,0,0,0,0,8.440683129,0,0,10.30526573,0,8.039184015,0,11.36376325,0,0,0,3.1765579,0,0,6.012620276,6.738126462,3.366648478,1.655189693,0,0,2.26959671,9.338497709,10.7252501,0,15.09719367,0,0,11.69530919,3.957882631,0,7.054617768,1.271318776,0,10.02893808,6.22876842,7.55960891,0,0,14.17042203,0,0,11.13334456,22.98028657,7.565663436,12.49879263,9.510624869,19.07022892,29.09697726,6.452707734,7.446517577,8.238354235,8.592887526,2.190890639,9.631754294,9.021200319,16.4729107,8.882379798,2.856098872,8.17269556,3.901561252,10.37342267,12.21979336,2.50909734,5.349824508,24.84801264,7.2771406,0.383381002,5.141111707,8.935852999,0,6.53323878,0.094620246,0,2.894743153,12.92837096,5.336775219,10.87848051,18.38653236,6.829715611,12.28916924,0,5.923695901,12.93669234,8.548613455,0,19.16949,7.776358776,8.110768624,7.189035843,11.99795449,6.324117074,0,18.39937221,4.173017555,0,0,9.911564043,11.39466561,4.533359247,8.778492238,0,11.83039503,0,6.095394745,0.70249856,18.34024156,0,0.968153403,7.168641554,5.941932347,9.115909304,0.107745978,4.668757468,0.653648798,0,5.253571439,18.36727812,4.331839932,11.97430974,2.456157904,7.901719508,10.00927459,3.700372264,9.321652211,0,11.47793689,12.49531856,2.466778876,12.55049616,11.33725126,13.55467393,2.308248984,0,17.2542966,16.4363745,15.39338563,7.588451945,6.645067631,12.30790037,10.03694413,17.57285642,0,7.928559491,11.07232056,0,5.887017901,17.4636363,13.285376,9.988038498,11.57362242,8.912870544,15.74903783,15.18427047,3.471595565,6.959019103,0,17.45493509,15.62639946,10.21397377,0,0,12.20042851,17.57737163,9.177369458,0,0,5.353918876,5.717660497,0,0,0,2.872405834,8.311263196,0,0,9.349794468,0,3.315411497,6.393972792,3.492944886,1.103200639,23.07749033,0,1.027090999,1.502885728,0,0,29.23173849,0,0.905776949,4.403329838,0,0,0.354689152,6.946976523,2.483033375,19.25175174,0,5.93087348,5.71248507,3.681941641,0,0,6.304730495,0.403445336,6.024408407,0,2.055073245,1.712593191,8.468940311,0,5.638842629,17.18131478,0,1.670101219,5.256189721,0.161169058,10.92384915,12.66627762,3.085748287,5.559955896,0.781352165,7.091575855,3.40533234,8.131409624,0,8.320679712,1.529343164,8.315972766,0,0,0,3.462755053,13.94112167,0,0,1.571844745,7.300633068,0,0,1.865376091,0.798367433,1.514201494,6.975322425,2.261679156,5.493124112,0,0.260468714,0,5.445897932,0,0,0,4.252669853,0,0,0,0,0,3.376153114,0,0,6.049321956,0,7.312694007,0,16.45431567,3.936653704,0,3.515846624,0,6.339168465,9.788088605,6.032274588,0,6.001115009,5.273709511,3.241530414,5.500684443,3.758965419,0.383384793,0.864751574,2.685502943,0,4.345258402,0.119264649,4.321400036,0,6.872628705,6.810545796,0,5.727969732,1.706242683,3.766273257,3.071975231,8.628444281,0,6.403278997,2.550141192,7.784210564,0,5.826222158,1.985191673,13.77690481,13.5302707,9.359165198,0,4.469706823,8.961230629,5.430655531,21.02160409,3.821382406,2.534170785,1.015536453,5.957942527,0,6.084370111,3.062254173,8.570187839,4.720914412,4.778824184,0.426243203,9.215827887,0.882361482,9.983998783,2.126140296
1,46368.49941,80.59024565,5,0.644675025,7.259095253,12.02881452,9.743664854,6.400365248,6.410275926,2.494841421,8.8384555,0,0.229184672,11.61340174,13.36202588,0,6.94497808,11.19731191,0,17.15989311,2.577616532,5.114356191,4.76660256,9.182759653,0,5.234453152,7.296162947,10.10111069,6.481641866,5.024147755,15.43182574,8.055484111,4.782709296,1.738475832,0.616950316,12.42498509,6.996495439,0,0,1.493033446,5.068864322,4.247866755,0,2.543638167,6.975029527,2.272608708,6.401274628,1.537240354,2.752753702,0,3.792816246,0,1.803823503,0,0,8.086398481,10.02070569,0,5.739306364,2.228026727,3.09408462,4.654307811,0.686873723,9.764849492,2.545895519,0,3.193133978,0,0,0,2.179602858,0,9.831298964,8.140991679,0.400477519,0.274847484,6.137219483,8.322957294,13.13245495,0,0,0,1.941325787,5.344203657,5.740320132,0,0,7.854891265,1.399328856,0,10.98659622,0,1.098945243,0,1.596185667,0,0,0,1.397220229,0,1.109992014,1.296314817,0,2.112702353,1.12526215,1.781896877,3.46062836,1.58039733,0,0,0,0,2.541517667,0,0.00886683,4.79948663,0,0,0,3.72936148,0,0,0,0,0,0,0,0,2.232343507,0,0,5.477856474,0,2.772588698,10.76502457,0,6.090291169,0,0,10.59752702,0,0,2.030397648,0.029301138,3.61676089,0,0,0.384815587,2.197420953,0,2.77606178,16.69741562,0,2.934707671,0,0,0,3.527269554,1.734946193,15.71354161,0,1.980087215,1.213740936,9.942078726,0,6.484060466,0,0,1.122052551,10.81920843,2.801421583,0,0,4.531991693,0,9.884935225,0,0,0,0,0,7.382933762,0,0,8.611775027,0,6.50455091,0,9.942226556,0,0,0,0,0,0.60064286,4.952715136,6.307571308,2.354776473,0.08850861,0,0,2.33633158,9.954125749,11.13137472,0,14.49769695,0,0,12.02527797,6.109620399,0,6.71092803,2.469742492,0,10.46471361,5.905971701,7.206749943,0,0,12.77569577,1.029901005,0,11.27885671,21.08103254,7.585461205,12.7040832,9.20713729,14.7944924,27.75566915,6.812657365,8.498806447,8.27767688,8.09971577,3.932161862,11.19759019,9.984295786,14.77266785,8.748967871,2.36170105,8.546742391,6.293655876,10.01081161,12.26799267,3.433834663,6.3508895,22.03719452,8.090633018,0,3.807845665,8.858525977,0,6.70728971,0.792343562,0,2.554401968,14.38548372,4.944995708,12.40731002,19.37359877,6.224677315,11.50619027,0,5.305087556,13.41580909,5.096207174,0,17.22631049,8.285760602,7.35304431,7.191121444,11.05058759,2.325007529,0,18.43161156,5.4761004,0,0,8.191301364,11.71863835,4.51256253,7.799727784,0,11.10596745,0,5.726869108,0.286298678,17.61299984,0,3.381509718,4.674362628,7.052292896,7.155594132,0,5.726766271,0,0.597580785,4.963597954,16.51180222,4.275143447,11.67082854,1.752658804,8.157797483,10.45627857,3.75384478,9.627782903,0.424226247,10.33119105,12.60591007,0.810823993,12.57072644,11.65654375,11.48285168,1.467427646,0,17.59069094,15.68297968,14.5814581,7.619250056,5.457366664,11.68313171,9.432483753,16.4804359,0,6.922496407,10.95658915,0,7.35972142,15.70380831,13.84507648,9.067169719,11.25651126,8.646461818,15.11784254,16.75673074,3.395614618,6.321073416,0.884488674,15.21317687,15.4580756,9.620044167,0,0,8.00735045,18.02658895,7.34116911,0,0,4.959605765,5.618585059,0,0,0,3.016128457,7.235751954,0,0,9.328838023,0.435427547,3.167420936,6.27279824,3.672271924,0.71413731,22.5369745,0,1.503750366,2.326192512,0,0,28.03419066,0,0.296696552,3.931745563,0,0,0,6.021608708,4.804905088,18.2486463,0,5.897787035,5.454002998,1.90534851,0,0,6.547642293,0.446008573,7.534919,0,3.548294884,0.399334679,8.193333418,0,5.37638234,16.23611009,0,0.808713169,4.105749768,0.647724456,9.249685613,11.11029298,2.242874593,3.646495337,1.020499054,6.544892483,8.617127524,6.257985495,0.366915717,7.30224218,1.324395834,7.844942236,0,0,0,5.417783288,8.912902553,0,0,1.347232315,7.431558771,0,0,2.068780182,1.009967082,1.13621993,7.163149728,3.690658337,6.23684716,0,0.303025974,0,5.642785567,1.955310741,0,0,4.387834417,0,0,0,0,0.652817659,4.564001569,0,0,5.188363643,0,6.739944399,0,17.61328319,2.462207955,0,4.044815747,0.071290553,8.823194341,9.521554691,5.080485027,0,4.952403187,5.143888806,2.195817804,1.758074316,3.449145615,0,1.211726185,2.624290397,0,4.637959685,0.385313926,5.455176432,0,8.01196305,6.40862624,1.236180431,6.075612411,0,3.444206295,1.826669425,8.538218587,0,6.668367196,0.67688501,9.351071949,0,6.85332983,2.334972304,10.70133304,11.50920886,8.923071341,0,4.244601617,8.591421734,4.494449222,19.99707556,3.046587307,1.813825842,1.920377895,6.300489217,0,6.368327977,2.533751965,8.734099167,5.487272576,4.293845306,1.353367352,9.490428339,3.297506516,11.16494269,1.975779205
1,34183.5267,80.61171922,10,1.378150343,7.644956648,12.62531135,9.957772044,5.575930348,8.248371389,3.110219628,9.186591006,0,0,12.70243443,14.06562554,0.365239403,5.765739225,11.68862209,0,17.10292793,2.702140256,5.05444287,4.323258706,9.050068599,0,11.10720065,6.31458146,9.577810438,5.528100201,4.470734035,13.63782967,7.052881761,3.485069877,0.717503144,0,11.34828899,7.206383017,0,0,0,5.018317027,5.091851739,0,1.505177912,6.950004455,2.261550943,6.363897436,1.445731236,1.409854627,0,5.487722306,0,2.863817966,0,0,7.214663999,11.02532754,0,5.334423305,2.206537196,3.630683354,4.83385349,1.670997564,8.573699789,1.415393314,0,2.124585814,0,0,1.488144891,2.091135637,0,10.21838616,4.81596094,0.744919741,0.213822044,5.761658461,8.091012541,12.54088529,0,0,0,3.929028623,4.892834031,9.575784938,0,0,8.226047262,2.862846323,0,10.89734131,0,0,0,1.998330678,0.578782428,0,0,1.485581862,0,0.571093134,1.151714978,0,2.263046699,0.787001654,1.776256127,1.898736426,1.947005618,0,0,0,0.111536682,1.337981621,0,0,5.666658769,0,0,0,3.665257823,0,0,0.568681317,0,0,0,0,0,1.942033397,0,0,4.763455152,0,2.5144261,10.62940027,0,5.132765148,0,0,10.23394909,0,0,0.933615133,0,4.770776269,0,0,0.737865296,1.707753155,0,3.395993844,13.75812475,0.04552381,2.396133818,0,0,0,2.473627602,1.421661507,16.82436012,0,3.485272013,1.748778916,10.60515044,0,6.485538895,0,0,1.322569691,11.68881833,2.79148269,0,0,5.254650438,0,10.50617398,0,0,0,0,0,7.879836984,0,0,5.665383915,0,6.378530682,0,11.17009665,0,0,0,0,0,1.723911912,5.158333494,6.232191627,2.363831621,0.237907999,0.881511645,0,1.760199511,9.828325966,11.3479109,0,15.09870983,0,0,11.25467238,6.143328854,0,5.09716997,2.046605633,0,10.03367279,4.521375628,6.337264631,0,0,11.35034311,0.060951855,0,10.29394051,22.00940558,6.967242345,14.42747869,11.52756551,12.93580918,26.43938496,7.796483715,9.482741973,8.288982167,8.888192715,2.43684812,10.94031353,10.9507348,14.304809,7.64313667,4.687582074,9.168991282,6.019475007,10.11981541,12.75651886,3.348245823,7.483480128,22.6464841,8.507712461,0,3.822202365,8.30423443,0,6.308526348,1.686635517,0,2.754712263,14.76506371,3.484909835,14.09829098,21.29001847,0,12.76063118,0,6.768611006,15.15519392,4.942323607,0,17.29172167,8.599950211,8.090502305,8.807127245,12.00709232,0,0,18.90902224,7.451411429,0,0,6.373196756,12.54046359,4.222657738,7.456476386,0,12.49565432,0,5.957271646,0,16.88208065,0,4.763223325,3.652592115,9.292750537,5.928453767,0,6.394427662,0,1.714774875,4.391981637,14.55004335,3.934327309,11.26994211,1.433722092,6.48201277,10.02004405,3.041137559,11.36881964,0.191436752,11.22268816,12.96224043,0.625730022,12.54370857,11.68697655,14.47150166,0,0,17.79217771,16.63143126,14.52329055,8.820698923,4.703438061,11.07352749,8.086801645,16.38764113,0,5.219488266,10.06370165,0,6.18375205,15.21374963,14.2932227,6.455236291,11.4356766,3.512751033,14.54795067,16.92443973,3.263302408,6.781142691,1.24612777,14.28610715,15.15195549,8.787124594,0,0,9.105833638,18.46669072,6.766076337,0,0,4.217744666,5.835708658,0,0,0,3.188515701,7.193997337,0,0,11.72694047,0.043780117,3.177730147,7.144293009,3.953387458,0.643183514,22.00452138,0,1.366120114,3.940651912,0,0,26.75062265,0,0.595809879,4.064566064,0,0,0,4.8652063,4.046333051,17.54272157,0,6.443898861,5.816642116,2.329468014,0,0,6.215300961,0.633473778,8.139819082,4.107411473,2.377049375,0.749594245,8.300817639,0,5.050295978,14.04264199,0,0.848449165,4.146154228,1.097993765,10.02207921,9.679679497,1.630177099,3.578065854,1.370078723,7.487754523,8.515585641,5.205555506,1.000131698,9.022772007,0.977210127,10.60215599,0,0,0,5.460910847,7.399815796,0,0,1.285975884,7.212018703,0,0,1.800893607,0.969376503,0.9022993,7.189453708,4.71367952,5.499437893,0,0,0,5.593484195,1.909285621,0,0,4.43325417,0,0,0,0,0.411253071,2.486580193,0,0,5.374741618,0,6.64560018,0,19.25231144,2.654620417,0,4.255377002,1.449326957,10.41957043,8.117334198,5.194607657,0,4.504302334,5.1490941,0,1.947846983,3.629787296,0,0.805320489,2.516356193,0,3.682684644,1.019564445,5.111045899,0,8.316893965,6.957034524,1.62896874,6.248173146,0,4.121838796,2.732017506,8.932942428,0,6.734509886,0.611866678,9.699361611,0.133113847,6.866070581,1.2369546,11.64315714,13.45676335,9.205279747,0,3.614920417,7.29526361,9.598443461,21.56787409,3.365282687,1.320443194,1.900264932,5.541135115,0,5.858836063,1.996043142,8.514064448,3.996938115,4.982754523,0.829768331,7.983238109,2.699578745,11.95266119,0.790453987
1,25203.02467,80.65687353,25,3.485303653,9.631670211,13.82057366,8.863487256,5.126701748,9.010716094,5.573675464,8.989779144,0,0,11.62992923,14.30289101,1.823301224,5.29031796,11.78869694,0,15.36394654,4.285823739,5.471751608,3.43107777,10.27932104,0,11.7179446,6.475531932,9.932313979,4.498443157,5.643869108,11.62810015,5.860530967,3.379055802,0,1.79665315,9.375265619,6.657977165,0,0,0,4.945568159,6.153945215,0,3.042812945,6.595229834,2.252357099,6.816681651,1.443258906,2.354457921,0,4.34958336,0.175834645,3.169200676,0,2.102766374,3.141319206,11.29584878,0,6.242835131,0.67571228,2.533901033,4.117961029,0.566815573,7.185127116,1.042412564,0,0,0,0,1.73089438,2.017976081,0,9.381458367,7.05955071,1.109927108,0.082409139,5.275966971,7.560679717,11.10343042,0,0,0,3.965913099,5.119238377,7.81391365,0,0,8.136872259,4.678898553,0,7.49759394,0,0,0,0.311449963,0,0,0,1.445950323,0,0.201357571,1.295927032,0,1.691582134,1.132673317,2.140987486,0,1.454965923,0,0,0,0.629720651,0.130804928,0,0,5.864465641,0,0,0,3.050487826,0,0,0.311627758,0,0,0,0,0,0.06747681,0,0.32948315,4.20060865,0.557731492,2.844056171,11.27947273,0.21347977,4.128484967,0,0,9.65861972,0,0,0.372891354,0,5.417156672,2.895915843,0,0.950520847,1.52821533,0,4.225613611,14.75443114,0,0.76472352,0,0,0,0.99766224,0.285907801,16.56663266,0,1.987597227,1.44491171,10.4086072,0,5.930816018,0,0,1.674449673,11.04268467,2.087984339,0,0,4.213971535,0,10.1243918,0.020720623,0,0,0,0,7.192683005,0,0,6.025921187,0,4.450299264,0,9.407728571,0,0,0,0,2.449029246,2.497342101,4.911055042,5.56996678,3.142312625,1.215237776,7.685173178,0,1.482100632,9.393499312,10.84315775,0,14.07117318,0,0,10.71429446,7.029514427,0,5.350978952,2.50773684,0,10.31745347,5.417001326,6.018654447,5.291417077,0,12.980304,1.76129036,0,8.867532605,22.94245274,7.884625454,15.86130481,10.1716493,12.20571744,29.07437403,6.648906067,11.33874577,8.268947597,10.25966197,4.19217957,12.46720644,11.92428543,13.13633448,8.908037112,3.532742365,10.96531291,7.536276988,10.33499988,11.85960271,4.251981176,7.832072606,21.94742912,7.57765691,0,2.693541981,8.334444485,0,3.480820449,0.45179067,0,1.162386944,15.57373696,4.674167899,14.73121913,21.99599203,0.373752688,12.607169,0,7.635301947,15.62563347,6.865180374,0,16.35961454,9.65970413,8.943816171,7.322759027,11.99282201,0,0,19.99789055,7.2783664,0,0,5.879710641,13.5051611,3.866781826,6.939219306,2.148593538,12.40386209,2.787736328,6.177898244,0,17.68406738,0.108890307,6.938400939,1.871904789,11.05947792,4.677287239,0,5.335215721,0,4.869854013,4.634262653,14.30997476,3.459437562,11.76498553,0.363218357,7.138809249,10.07850645,2.71384456,11.02949593,0.01471245,11.53548912,13.42740037,0.049764832,11.19327167,11.47106991,11.90886756,0,0.669532066,17.84666904,17.713802,13.93933819,10.03685277,5.444712051,11.12764897,8.075155321,16.30621362,0,3.43101862,9.792944426,0,5.875663642,15.15300894,13.24545179,6.690173646,10.61373654,0,12.89774132,15.77816175,3.593680602,6.251151009,0.815113981,12.44161172,13.80963629,7.476517596,0,0,6.821032246,19.20154049,6.00970032,0,0,5.583568169,5.000900282,0,0,0,4.291335472,6.591323298,0,0,13.36682843,0,3.792226382,8.21379828,3.105130196,0,21.87947447,0,1.576761205,6.922154023,0,0,26.75062572,0,0.389635408,5.337746811,0,0,1.100228414,3.255712132,4.506413383,16.64243065,0,6.134119372,5.953204244,5.241350713,0,0,4.68162481,0.828646741,8.041753139,2.863346645,1.474787255,0.693755115,7.469400936,0,5.576322752,13.06180796,0,0.485132262,3.894086889,1.415020809,10.35261923,9.465621033,2.276135304,3.005673103,0.406041155,8.015721821,8.389129163,3.68461163,2.16011505,11.21268552,0.412574346,11.41619618,0.541955358,0,0,6.294578847,5.107631793,0,0,0.713105501,7.531751564,0,0,2.116775227,0.890074116,0,6.348385815,6.474476496,4.751742365,0,0.267015358,0,5.147609069,5.414112637,0,0,3.58391278,0,0,0,0,0.839969501,2.57889084,0,0,6.316280117,0,5.870885885,0,20.91652881,1.901973957,0,4.294961101,1.383019865,9.053324699,8.732630003,4.308800331,0,4.208573277,5.928656648,1.761323471,2.706128816,3.560495969,0,1.81342189,2.973256805,0,3.167628504,1.71979254,5.030953472,0,5.078243012,6.71337842,2.576061088,5.376452217,0.446039599,5.829515343,2.17704983,11.74366883,0,7.120645696,3.011732474,11.55966572,0.029278757,8.060554234,2.865146373,6.87566925,13.31412105,9.507310957,0,4.301401473,7.512210715,6.022127141,22.1146794,2.675541222,1.460467917,3.024533956,5.242679825,0,8.052529119,1.608822291,8.786347079,3.018067166,5.591935273,0.458726355,8.124040865,3.494790341,12.2956691,2.982394711
